output_type	ontology_curie	max_abs_raw_score	max_quantile_score	n_rows
ATAC	UBERON:0000992	18.568113	0.9979365	2
DNASE	UBERON:8300002	25.995293	0.9978883	2
DNASE	EFO:0007610	27.558168	0.9978391	2
CHIP_TF	EFO:0001203	813.25	0.9977887	142
ATAC	NTR:0000491	21.402672	0.99773717	2
CHIP_TF	EFO:0001196	1342.375	0.99773717	24
DNASE	EFO:0005726	35.14567	0.9976844	2
DNASE	CL:0002252	17.791391	0.99751866	2
DNASE	CL:0002552	18.238539	0.99751866	2
ATAC	UBERON:0002394	20.216368	0.99740165	2
DNASE	CL:0000907	29.32785	0.9973411	2
ATAC	EFO:0001187	16.146257	0.9973411	2
DNASE	EFO:0002789	14.642071	0.9972791	2
ATAC	EFO:0001086	15.537173	0.9972791	2
DNASE	UBERON:0001264	25.464184	0.9971508	2
ATAC	UBERON:0015143	22.581572	0.9971508	2
ATAC	UBERON:0002079	21.73272	0.9971508	2
ATAC	UBERON:0002170	22.019524	0.9970844	2
CHIP_HISTONE	NTR:0003013	1495.5	0.9970844	2
ATAC	UBERON:0002190	20.227467	0.99701643	2
ATAC	UBERON:0000995	17.551098	0.99701643	2
ATAC	UBERON:0004550	19.17635	0.99701643	2
ATAC	CL:0000623	17.548252	0.99694693	2
ATAC	UBERON:0000945	19.84391	0.99694693	2
DNASE	UBERON:0008367	34.534576	0.99687576	2
DNASE	EFO:0005352	17.738688	0.99687576	2
DNASE	EFO:0005345	18.92572	0.99687576	2
DNASE	UBERON:0001150	21.311625	0.99687576	2
ATAC	UBERON:0000056	18.780216	0.996803	2
DNASE	UBERON:0000992	23.086052	0.996803	2
DNASE	UBERON:0008450	23.121357	0.9967285	2
CHIP_TF	UBERON:0002106	359.5	0.9967285	6
DNASE	EFO:0002785	14.982406	0.9967285	2
DNASE	CL:0002550	16.950245	0.9965742	2
DNASE	UBERON:0002037	19.568539	0.9964944	2
DNASE	CL:0002557	13.895849	0.9964944	2
DNASE	CL:0000746	13.577427	0.99641275	2
DNASE	UBERON:0004264	31.655888	0.99641275	2
DNASE	EFO:0001247	13.091782	0.99641275	2
DNASE	UBERON:8300001	19.186714	0.99641275	2
CHIP_TF	EFO:0003042	974.5	0.99641275	78
CHIP_HISTONE	CL:0002606	708.25	0.99641275	2
DNASE	CL:0000623	27.154945	0.9963292	2
DNASE	UBERON:0002369	28.509583	0.99624366	2
DNASE	CL:0002536	13.744029	0.99615616	2
DNASE	CL:0002565	14.5617895	0.99615616	2
DNASE	UBERON:0002080	20.96506	0.99606663	2
ATAC	UBERON:0002171	20.541183	0.995975	2
DNASE	EFO:0002285	15.945755	0.995975	2
DNASE	CL:0000900	18.936867	0.99588126	2
DNASE	CL:0000913	23.26117	0.9957853	2
DNASE	CLO:0033902	15.305431	0.9957853	2
DNASE	UBERON:0000056	28.520163	0.9957853	2
CHIP_TF	EFO:0005718	511	0.9957853	32
DNASE	UBERON:8300003	15.494825	0.9956871	2
ATAC	UBERON:0001150	18.682133	0.9955867	2
DNASE	CL:0000188	8.269569	0.9955867	2
CHIP_TF	EFO:0002067	1126	0.99548393	612
CHIP_TF	EFO:0001086	577.75	0.99548393	66
DNASE	CL:1001568	20.46443	0.99548393	2
DNASE	CL:0002327	14.555058	0.9953788	2
ATAC	UBERON:0001159	15.214993	0.9953788	2
DNASE	UBERON:0001323	26.906322	0.99527115	2
DNASE	UBERON:0008952	15.438006	0.99516106	2
ATAC	UBERON:0002369	22.124859	0.9950484	2
DNASE	UBERON:0002099	28.556938	0.9949331	2
DNASE	UBERON:0002084	22.274529	0.9948152	2
DNASE	CL:0000905	16.04044	0.9948152	2
DNASE	CL:0000909	18.530796	0.9948152	2
DNASE	UBERON:0003663	11.941551	0.9948152	2
DNASE	UBERON:8300004	16.745155	0.9948152	2
DNASE	EFO:0002323	17.598223	0.9948152	2
DNASE	UBERON:0002107	27.290855	0.9948152	2
CAGE	EFO:0002793	101.9482	0.9947137	4
ATAC	UBERON:0002048	18.049448	0.9946945	2
DNASE	CL:0002328	12.24462	0.9946945	2
DNASE	CL:0000897	16.934002	0.9946945	2
DNASE	EFO:0001203	14.508434	0.9946945	2
DNASE	CL:0000625	18.62706	0.9946945	2
DNASE	UBERON:0001987	18.638138	0.994571	2
DNASE	CL:2000041	12.723662	0.9944446	2
DNASE	CL:0000084	18.46144	0.9943153	2
DNASE	CL:0002231	19.796719	0.994183	2
DNASE	CL:0002555	8.771121	0.994183	2
DNASE	CL:1001606	8.9458065	0.994183	2
ATAC	CLO:0027443	21.928991	0.99404764	2
DNASE	CLO:0016536	13.660745	0.99404764	2
CHIP_TF	EFO:0002784	1484	0.99404764	202
ATAC	UBERON:0001264	20.373165	0.99404764	2
DNASE	EFO:0005913	15.028216	0.99404764	2
DNASE	CL:0000895	21.851082	0.99404764	2
DNASE	UBERON:0000981	18.292635	0.99404764	2
DNASE	CL:0002038	15.088003	0.99404764	2
ATAC	EFO:0007610	12.680433	0.99376744	2
DNASE	EFO:0002788	15.476644	0.99376744	2
CHIP_HISTONE	UBERON:0001621	1523	0.99376744	4
DNASE	CL:0001044	22.734098	0.99376744	2
DNASE	UBERON:0001621	28.827713	0.99376744	2
DNASE	CL:0011019	24.583412	0.9936224	2
CHIP_TF	UBERON:0004648	422.5	0.9936224	6
DNASE	CL:0002603	16.586212	0.99332225	2
DNASE	UBERON:0002170	24.266373	0.99332225	2
DNASE	UBERON:0005033	24.71101	0.99332225	2
CHIP_TF	EFO:0030018	975	0.99332225	2
ATAC	CL:0000084	10.098816	0.99332225	2
CAGE	EFO:0003044	65.41753	0.99319685	4
ATAC	UBERON:0001157	16.65483	0.9931669	2
DNASE	UBERON:0001159	27.882753	0.9931669	2
CAGE	EFO:0002059	62.59326	0.9930392	4
DNASE	UBERON:0015143	31.633455	0.993008	2
DNASE	UBERON:0002046	13.456122	0.993008	2
DNASE	UBERON:0001499	12.329718	0.993008	2
CAGE	CL:0002368	57.601486	0.9928779	4
ATAC	EFO:0002713	15.917513	0.9928454	2
DNASE	CL:0000706	8.0794735	0.9928454	2
DNASE	EFO:0002184	21.463348	0.9928454	2
CAGE	EFO:0002791	64.69624	0.99271286	4
DNASE	UBERON:0002167	10.176133	0.992679	2
DNASE	CLO:0021754	9.183599	0.992679	2
DNASE	UBERON:0036149	31.163626	0.992679	2
DNASE	CL:0000899	21.596087	0.992679	2
DNASE	CLO:0011092	13.159971	0.99250877	2
DNASE	EFO:0007952	11.575124	0.99250877	2
DNASE	CL:0002548	9.69228	0.99250877	2
DNASE	NTR:0000521	8.991774	0.99250877	2
DNASE	EFO:0002234	7.2208157	0.9923346	2
CAGE	EFO:0002179	65.05759	0.9921947	4
CAGE	CL:1000280	46.87317	0.9921947	4
CAGE	CL:0002167	42.978577	0.9921947	8
CAGE	CL:0002504	35.46966	0.9921947	4
DNASE	EFO:0005725	15.633217	0.9921564	2
DNASE	EFO:0006270	14.887593	0.9921564	2
DNASE	CL:0002351	22.673103	0.9921564	2
ATAC	UBERON:0008952	18.225983	0.9921564	2
CAGE	EFO:0002285	55.51488	0.992014	4
DNASE	CL:0001042	13.991586	0.99197406	2
DNASE	UBERON:0001515	30.66061	0.99197406	2
DNASE	EFO:0001187	17.830826	0.99197406	2
DNASE	CL:0002061	19.618748	0.99197406	2
CAGE	CL:0002547	46.20506	0.9918291	4
CAGE	CL:0002622	48.159386	0.9918291	4
CAGE	EFO:0002067	44.99443	0.9918291	4
CAGE	CL:0002231	61.769684	0.9918291	4
CAGE	CL:0002598	44.84673	0.9918291	4
CAGE	CL:0002617	51.51654	0.9918291	4
DNASE	EFO:0001086	14.067563	0.9917875	2
ATAC	UBERON:0001072	18.184212	0.9917875	2
DNASE	UBERON:0001383	12.146088	0.9917875	2
ATAC	UBERON:0002046	13.774524	0.9917875	2
CAGE	CL:0002579	38.182262	0.99164	4
DNASE	CLO:0021511	7.756536	0.99159664	2
ATAC	UBERON:0001259	19.036926	0.99159664	2
DNASE	EFO:0005709	16.972664	0.99159664	2
DNASE	CL:0000351	17.040283	0.99159664	2
ATAC	UBERON:0002113	18.056791	0.99159664	2
DNASE	CL:0000787	24.933868	0.99159664	2
CAGE	UBERON:0001264	17.69901	0.9914465	4
CAGE	CL:0000515	42.30072	0.9914465	4
CAGE	CL:0002327	33.30567	0.9914465	4
CAGE	CL:0002549	40.412712	0.9914465	4
DNASE	CL:0000624	16.331848	0.9914013	2
DNASE	CL:0011012	19.208847	0.9914013	2
DNASE	CL:2000016	11.696098	0.9914013	2
DNASE	UBERON:0002079	22.933851	0.9914013	2
CAGE	CL:0000312	34.704674	0.9912486	4
CAGE	CL:0002621	34.49572	0.9912486	4
CAGE	CL:0000216	54.468903	0.9912486	4
CAGE	CL:0002551	36.52651	0.9912486	4
CAGE	CL:0002616	50.67952	0.9912486	4
CAGE	CL:0002557	31.926945	0.9912486	4
CAGE	CL:0002580	40.596127	0.9912486	4
CAGE	CL:0002582	38.765614	0.9912486	4
DNASE	CL:0000545	16.992477	0.9912015	2
CHIP_HISTONE	CL:0002547	1189.375	0.9912015	2
CAGE	EFO:0001253	43.373108	0.9910462	4
CAGE	CL:0002166	27.283138	0.9910462	8
CAGE	CL:0000594	39.313343	0.9910462	4
CAGE	UBERON:0002119	33.492	0.9910462	4
CAGE	UBERON:0003729	31.069279	0.9910462	4
CAGE	UBERON:0002118	36.415794	0.9910462	4
CAGE	CL:0002556	31.881706	0.9908391	4
CAGE	CL:0002589	31.424706	0.9908391	4
CAGE	CL:0000235	38.416016	0.9908391	4
CAGE	CL:0000569	31.53576	0.9908391	4
CAGE	EFO:0005441	51.9591	0.9908391	4
CAGE	EFO:0001187	44.90011	0.9908391	4
DNASE	CL:0011021	6.9900274	0.9907879	2
CAGE	CL:0000840	45.93943	0.9906273	8
CAGE	CL:0002563	46.487793	0.9906273	4
CAGE	CL:0002615	39.681904	0.9906273	4
CAGE	CL:1000487	37.18027	0.9906273	4
CAGE	CL:0002548	37.607277	0.9906273	4
CAGE	UBERON:0002107	32.77336	0.9906273	4
CAGE	CL:0002140	36.423347	0.9906273	4
DNASE	CL:2000043	14.11885	0.99057394	2
DNASE	CL:0002547	9.4794655	0.99057394	2
CHIP_HISTONE	CLO:0021511	1086.625	0.99057394	2
CAGE	CL:0002601	32.60982	0.9904106	4
CAGE	CL:0002537	37.517563	0.9904106	4
CAGE	CL:0002568	25.929026	0.9904106	4
CAGE	CL:0002304	40.932217	0.9904106	4
CAGE	EFO:0001099	32.821423	0.9904106	4
CAGE	CL:0002590	31.156273	0.9904106	4
CAGE	UBERON:0001736	31.481539	0.9904106	4
CAGE	CL:0000388	45.07415	0.9904106	4
DNASE	UBERON:0001774	10.030236	0.99035496	2
PROCAP	EFO:0002819	2.692029	0.99035496	4
CAGE	CL:0002623	40.852234	0.990189	4
CAGE	UBERON:0004225	37.61042	0.990189	4
CAGE	CL:0000746	35.025463	0.990189	4
CAGE	CL:0000062	32.379673	0.990189	4
CAGE	CL:0002583	33.531075	0.990189	4
CAGE	CL:0002328	37.16828	0.990189	4
CAGE	CL:0002574	32.306103	0.990189	4
CAGE	CL:0002573	38.284626	0.990189	4
ATAC	EFO:0010862	21.471	0.99013096	2
DNASE	CL:0000115	16.56985	0.99013096	2
DNASE	CL:2000000	13.640903	0.99013096	2
CAGE	CL:0002597	47.572315	0.98996234	4
CAGE	CL:0002593	34.994255	0.98996234	4
CAGE	CL:0002552	29.446815	0.98996234	4
CAGE	EFO:0002796	48.15395	0.98996234	4
CAGE	CL:0000134	32.15229	0.98996234	4
CAGE	EFO:0002074	44.20221	0.98996234	4
CAGE	CL:0002592	33.5603	0.98996234	4
DNASE	UBERON:0000945	24.30772	0.9899018	2
DNASE	UBERON:0002324	9.572672	0.9899018	2
DNASE	EFO:0002790	14.551152	0.9899018	2
CAGE	EFO:0002860	34.16412	0.9897305	4
CAGE	CL:0000077	37.319633	0.9897305	8
CAGE	EFO:0001086	25.774582	0.9897305	4
CAGE	CL:0000188	36.62373	0.9897305	4
CHIP_TF	EFO:0005347	496.25	0.9896673	2
CHIP_HISTONE	UBERON:0007106	1588	0.9896673	2
ATAC	CL:1001606	13.584351	0.9896673	2
ATAC	CL:0000792	13.30006	0.9896673	2
DNASE	UBERON:0007610	24.491573	0.9896673	2
DNASE	NTR:0000523	9.545267	0.9896673	2
CAGE	CL:0000453	25.79369	0.9894933	4
CAGE	CL:0002600	27.231325	0.9894933	4
CAGE	EFO:0001182	51.798775	0.9894933	4
CAGE	EFO:0002784	43.580112	0.9894933	4
CAGE	CL:0002595	34.476902	0.9894933	4
CAGE	CL:0002594	27.47884	0.9894933	4
CAGE	CL:0002591	32.92434	0.9894933	4
CAGE	CL:0000138	31.847567	0.9894933	4
DNASE	CL:0000138	28.897306	0.98942745	2
CAGE	UBERON:0000998	87.82822	0.9892507	4
CAGE	UBERON:0000014	48.815853	0.9892507	4
CAGE	CL:0000182	44.536316	0.9892507	4
CAGE	UBERON:0000029	54.79361	0.9892507	4
CAGE	CL:0000708	19.814434	0.9892507	4
CAGE	UBERON:0000920	40.119766	0.9892507	4
PROCAP	EFO:0001099	2.4174418	0.989182	4
ATAC	EFO:0001203	10.232201	0.989182	2
CHIP_TF	UBERON:0002367	426.5	0.989182	6
DNASE	CL:1001608	5.909255	0.989182	2
CAGE	CL:0002572	25.472258	0.9890026	4
CAGE	CL:0002618	28.72746	0.9890026	4
CAGE	CL:0002570	25.999027	0.9890026	4
CAGE	CL:0002576	20.594574	0.9890026	4
CAGE	CL:0002605	37.510624	0.9890026	4
CAGE	CL:0002224	24.733612	0.9890026	4
CAGE	UBERON:0001013	57.12246	0.9890026	4
CAGE	CL:0002565	22.992765	0.9890026	4
CAGE	CL:0002566	28.58035	0.9890026	4
CAGE	CL:0002620	22.058111	0.9890026	4
CAGE	CL:0000307	27.429382	0.9890026	4
DNASE	UBERON:0001322	29.17238	0.9889309	2
DNASE	UBERON:0003662	13.4005165	0.9889309	2
CAGE	CL:0002363	25.559305	0.9887488	4
CAGE	CL:0002561	31.31639	0.9887488	4
CAGE	CL:0002602	27.226555	0.9887488	4
CAGE	CL:0002564	28.84291	0.9887488	4
CAGE	UBERON:0002084	33.782837	0.9887488	4
CAGE	EFO:0002324	44.095894	0.9887488	4
CAGE	CL:0002521	30.76304	0.9887488	4
DNASE	NTR:0000522	7.3043413	0.988674	2
CHIP_TF	UBERON:0001157	358.5	0.988674	8
CAGE	UBERON:0002114	54.70419	0.9884892	4
DNASE	CL:0000904	12.692883	0.9884112	2
CHIP_TF	EFO:0005351	696.5	0.9884112	2
CAGE	CL:0002540	24.831442	0.9882237	4
CAGE	CL:0002138	27.481697	0.9882237	4
CAGE	CL:0002569	28.341724	0.9882237	4
CAGE	UBERON:0005795	35.220284	0.9882237	4
CAGE	CL:0002567	40.289955	0.9882237	4
CAGE	CL:1000413	31.014055	0.9882237	4
ATAC	CL:0000895	13.321049	0.9881423	2
ATAC	UBERON:0001322	19.106243	0.9881423	2
DNASE	NTR:0000493	20.858868	0.9881423	2
DNASE	CL:0002306	10.912854	0.98786724	2
DNASE	CL:2000010	10.800961	0.98786724	2
ATAC	UBERON:0007610	13.577012	0.98786724	2
CAGE	CL:0002588	18.018093	0.9876744	4
CAGE	CL:0000558	17.992361	0.9876744	4
CAGE	UBERON:0000310	34.451233	0.9876744	4
CAGE	CL:0002558	22.183195	0.9876744	4
CAGE	CL:0002306	28.129353	0.9876744	4
CAGE	CL:0002372	26.172554	0.9876744	4
CAGE	CL:0002581	30.513443	0.9876744	4
DNASE	UBERON:0001496	27.437485	0.9875858	2
ATAC	UBERON:0005033	12.788609	0.9875858	2
DNASE	EFO:0009500	10.168579	0.9875858	2
DNASE	CL:0002304	11.865124	0.9875858	2
DNASE	EFO:0002847	13.556831	0.9875858	2
CAGE	CL:0002553	26.176704	0.98739034	4
CAGE	UBERON:0001043	26.722649	0.98739034	4
CAGE	UBERON:0002171	58.528336	0.98739034	4
CAGE	CL:0000731	23.967655	0.98739034	4
CAGE	CL:1000428	29.196777	0.98739034	4
CAGE	UBERON:0001831	18.696266	0.98739034	4
CAGE	CL:0002453	21.769718	0.98739034	4
CAGE	CL:0002545	28.76456	0.98739034	4
CAGE	UBERON:0002108	45.42022	0.98739034	4
CAGE	CL:0002188	31.018703	0.98739034	4
CAGE	CL:0002596	30.982956	0.98739034	4
CAGE	CL:0002599	21.101875	0.98739034	4
DNASE	CL:0000136	9.5042515	0.9872979	2
DNASE	UBERON:0000948	10.2870865	0.9872979	2
DNASE	CL:0000182	17.178635	0.9872979	2
DNASE	UBERON:0010414	32.364784	0.9872979	2
DNASE	EFO:0001196	11.740033	0.9872979	2
DNASE	CL:0002584	9.427567	0.9872979	2
DNASE	CL:2000013	8.253262	0.9872979	2
CAGE	UBERON:0002079	32.54431	0.9870998	4
CAGE	CL:0002571	18.91344	0.9870998	4
CAGE	UBERON:0001723	30.18238	0.9870998	4
CAGE	CL:0002586	25.526337	0.9870998	4
DNASE	UBERON:0000317	21.833485	0.9870033	2
DNASE	CLO:0021752	9.870118	0.9870033	2
CAGE	UBERON:0001301	48.24655	0.9868027	4
CAGE	UBERON:0002369	39.689068	0.9868027	4
CAGE	CL:0002550	16.369377	0.9868027	4
CAGE	EFO:0002101	27.129416	0.9868027	4
CHIP_TF	EFO:0002824	733	0.986702	50
DNASE	CL:0002558	10.07336	0.986702	2
CHIP_TF	UBERON:0001159	409.5	0.986702	8
CAGE	UBERON:0003126	26.820984	0.98649883	4
CAGE	CL:0000214	26.074696	0.98649883	4
CAGE	CL:0000575	21.892395	0.98649883	4
CAGE	CL:0002584	19.712189	0.98649883	4
CAGE	CL:0002544	19.812534	0.98649883	4
DNASE	EFO:0003072	10.093792	0.98639375	2
DNASE	EFO:0003042	14.943911	0.98639375	2
ATAC	UBERON:0008953	19.240181	0.98639375	2
DNASE	UBERON:0006631	27.63836	0.98639375	2
CAGE	CL:0002539	17.785192	0.98618805	4
CAGE	CL:0002555	15.768099	0.98618805	4
CAGE	CL:0002252	26.623062	0.98618805	4
CAGE	UBERON:0002331	33.203754	0.98618805	4
DNASE	EFO:0007074	11.736633	0.9860784	2
CHIP_HISTONE	CLO:0034837	1151.25	0.9860784	2
DNASE	EFO:0003044	12.596823	0.9860784	2
ATAC	EFO:0002824	10.34671	0.9860784	2
CAGE	UBERON:0001987	24.508514	0.98587024	4
CAGE	UBERON:0002046	32.390522	0.98587024	4
CAGE	UBERON:0001255	24.403246	0.98587024	4
CAGE	UBERON:0001638	37.677597	0.98587024	4
CAGE	UBERON:0000305	24.494043	0.98587024	4
DNASE	CL:0002604	9.901105	0.98575574	2
DNASE	EFO:0002330	15.840748	0.98575574	2
DNASE	UBERON:0001723	10.748543	0.98575574	2
DNASE	CL:0000632	13.937186	0.98575574	2
DNASE	CL:0000792	12.210678	0.98575574	2
CAGE	UBERON:0001134	22.291828	0.9855452	4
CAGE	CL:0002554	14.618172	0.9855452	4
CAGE	UBERON:0000992	21.245579	0.98521286	4
CAGE	UBERON:0001103	33.958046	0.98521286	4
CAGE	CL:0001016	26.927158	0.98521286	4
CAGE	UBERON:0000996	22.383339	0.98521286	4
CAGE	UBERON:0002113	24.215254	0.98521286	4
CAGE	UBERON:0002048	22.090485	0.98521286	4
CHIP_HISTONE	EFO:0002357	6534	0.98521286	12
CHIP_TF	EFO:0002786	941	0.9850881	8
ATAC	UBERON:0004992	12.485423	0.9850881	2
CAGE	UBERON:0000948	24.897724	0.98487294	4
CAGE	UBERON:0001637	29.509024	0.98487294	4
CAGE	UBERON:0000989	43.973465	0.98487294	4
CAGE	UBERON:0002110	31.81638	0.98487294	4
CAGE	UBERON:0002360	25.043892	0.98487294	4
CAGE	UBERON:0001044	8.311719	0.98487294	4
CAGE	CL:0002057	23.600557	0.98487294	4
DNASE	NTR:0000525	5.472231	0.9847427	2
DNASE	EFO:0007600	15.975769	0.9847427	2
DNASE	CL:0000515	6.206167	0.9847427	2
CAGE	UBERON:0001000	34.716503	0.9845253	4
CAGE	UBERON:0000473	59.61261	0.9845253	4
CAGE	UBERON:0000341	27.490318	0.9845253	4
CAGE	UBERON:0002135	32.62908	0.9845253	4
CAGE	CL:1000494	19.04815	0.9845253	4
CAGE	CL:0002367	16.676723	0.9845253	4
CAGE	CL:0000322	17.574772	0.9845253	4
DNASE	UBERON:0001157	18.131073	0.98438936	2
DNASE	CL:0000823	10.524914	0.98438936	2
CAGE	CL:0002397	22.925331	0.9841699	8
CAGE	CL:0002543	21.412575	0.9841699	4
CAGE	UBERON:0001894	29.599834	0.9841699	4
CAGE	CL:0002536	19.701527	0.9841699	4
CAGE	UBERON:0001135	26.2245	0.9841699	4
DNASE	NTR:0000474	20.795692	0.9840279	2
DNASE	UBERON:0002048	9.253532	0.9840279	2
CAGE	UBERON:0000019	29.529083	0.9838064	4
CAGE	UBERON:0001052	37.43349	0.9838064	4
CAGE	CL:0002144	23.059765	0.9838064	4
CAGE	UBERON:0000007	29.200727	0.9838064	4
DNASE	EFO:0005710	13.84403	0.9836582	2
DNASE	CL:0000546	11.059093	0.9836582	2
ATAC	CLO:0026782	18.335295	0.9836582	2
CAGE	CL:0002603	17.002218	0.9834347	4
CAGE	UBERON:0001155	29.183096	0.9834347	4
CAGE	UBERON:0001154	33.672943	0.9834347	4
CAGE	UBERON:0002367	18.04726	0.9834347	4
CAGE	UBERON:0012168	19.837086	0.9834347	4
DNASE	UBERON:0008953	15.758505	0.98327994	2
CAGE	UBERON:0002371	24.891682	0.9830546	4
CAGE	UBERON:0002240	28.996899	0.9830546	4
CAGE	UBERON:0002106	24.06361	0.9830546	4
ATAC	CL:0000900	5.8479705	0.98289305	2
PROCAP	CL:0002618	1.9564576	0.98289305	4
ATAC	UBERON:0002168	15.1857605	0.98289305	2
DNASE	CLO:0034837	12.804676	0.98289305	2
ATAC	CL:0000899	10.04086	0.98289305	2
CAGE	CL:0000097	23.977526	0.98266596	4
CAGE	UBERON:0000947	27.001146	0.98266596	4
CAGE	CL:0002677	23.164322	0.98266596	8
DNASE	EFO:0005282	12.936678	0.9824973	2
DNASE	EFO:0005723	5.429437	0.9824973	2
ATAC	EFO:0010860	18.598175	0.9824973	2
ATAC	CL:0000625	6.56569	0.9824973	2
CAGE	UBERON:0002363	18.1082	0.9822685	4
CAGE	UBERON:0000945	22.75308	0.9822685	4
CAGE	CL:0000798	24.680597	0.9822685	4
CAGE	CL:0002575	15.676391	0.9822685	4
CAGE	CL:0000650	17.237057	0.9822685	4
DNASE	CLO:0033911	13.008473	0.9820924	2
DNASE	NTR:0000494	15.863895	0.9820924	2
CAGE	UBERON:0002148	31.064678	0.9818622	4
CAGE	UBERON:0000178	21.763165	0.9818622	4
CAGE	CL:0002577	18.970888	0.9818622	4
DNASE	EFO:0002791	10.44614	0.98167825	2
CHIP_TF	EFO:0005336	456.25	0.98167825	2
CHIP_HISTONE	EFO:0005723	9332	0.98167825	20
DNASE	EFO:0001099	14.40686	0.98167825	2
CHIP_HISTONE	EFO:0002713	4561.5	0.9814467	8
CAGE	CL:0002193	15.293198	0.9814467	4
CAGE	CL:0000784	29.104967	0.9814467	8
DNASE	CLO:0007045	14.1102295	0.98125464	2
CAGE	CL:0000775	45.774597	0.9810219	8
CAGE	UBERON:0007023	22.298513	0.9810219	4
CAGE	UBERON:0002372	17.149649	0.9810219	4
CAGE	UBERON:0000002	17.819761	0.9810219	4
CHIP_HISTONE	EFO:0007099	1318.75	0.9808213	2
PROCAP	EFO:0002067	16.610386	0.9808213	4
CAGE	CL:0002092	14.047527	0.98058754	4
CAGE	UBERON:0001874	28.487125	0.98058754	4
CAGE	CL:0000540	21.843155	0.98058754	4
DNASE	EFO:0002074	11.411888	0.9803781	2
CAGE	CL:0000136	10.275423	0.9801434	4
DNASE	EFO:0002819	11.818754	0.9799247	2
ATAC	CL:0000624	6.264987	0.9799247	2
DNASE	EFO:0003045	15.402428	0.9799247	2
DNASE	CLO:0018812	4.1902256	0.97946095	2
CHIP_TF	UBERON:0001114	441	0.97946095	4
CAGE	UBERON:0001871	28.098227	0.97922516	4
CAGE	UBERON:0001359	28.475632	0.97922516	4
CAGE	CL:0000895	16.429623	0.97922516	4
CAGE	CL:0000576	24.87932	0.97922516	4
CHIP_HISTONE	EFO:0007610	5388	0.97922516	6
DNASE	UBERON:0000059	12.544703	0.97898656	2
DNASE	CL:0002551	3.8512228	0.97898656	2
CHIP_TF	UBERON:0000945	400	0.97898656	6
DNASE	UBERON:0002078	17.40883	0.97898656	2
CAGE	UBERON:0000995	14.163284	0.9787506	4
CAGE	UBERON:0002370	18.691677	0.9787506	4
CAGE	UBERON:0003112	27.94004	0.9787506	4
CAGE	UBERON:0000955	26.836489	0.9787506	4
CAGE	UBERON:0001897	25.055645	0.9787506	4
DNASE	CLO:0003771	12.670292	0.9785014	2
CHIP_TF	EFO:0005349	482.25	0.9785014	2
DNASE	CLO:0018813	6.04156	0.9785014	2
DNASE	UBERON:0001954	21.990322	0.9785014	2
CAGE	CL:0000771	17.298233	0.9782654	4
ATAC	CLO:0026245	22.415613	0.9780051	2
DNASE	CL:0000127	8.686549	0.9780051	2
ATAC	EFO:0010874	27.462936	0.9774975	2
CAGE	UBERON:0002021	27.00107	0.9772623	4
DNASE	EFO:0002140	16.699886	0.97697836	2
ATAC	EFO:0010835	15.174783	0.97697836	2
DNASE	CL:0002553	5.7767253	0.97697836	2
CHIP_TF	EFO:0002785	966	0.97697836	12
CHIP_TF	EFO:0002798	329	0.9764474	8
DNASE	UBERON:0002370	13.688225	0.9764474	2
ATAC	EFO:0009747	7.7450867	0.9764474	2
DNASE	UBERON:0001211	22.902035	0.9764474	2
CAGE	UBERON:0000988	15.000512	0.97621405	4
CAGE	CL:0000767	14.71306	0.97621405	8
CAGE	UBERON:0001896	19.584904	0.97621405	4
DNASE	EFO:0005698	9.161316	0.9759043	2
CAGE	UBERON:0001954	23.095034	0.9756724	4
CAGE	UBERON:0002038	26.817379	0.9756724	4
CHIP_HISTONE	CL:0000100	1903.5	0.97534883	6
ATAC	UBERON:0008971	13.645939	0.97534883	2
CHIP_TF	EFO:0002793	671	0.97534883	8
CAGE	UBERON:0001905	23.002266	0.97511876	4
CAGE	UBERON:0001875	20.596888	0.97511876	4
CAGE	UBERON:0002702	23.988796	0.97511876	4
ATAC	CL:0000913	5.932173	0.9747807	2
PROCAP	EFO:0002106	3.141366	0.9747807	4
ATAC	UBERON:0000317	12.961475	0.9747807	2
ATAC	EFO:0010841	18.396088	0.9747807	2
DNASE	UBERON:0000473	23.61546	0.9747807	2
CAGE	UBERON:0001872	22.885612	0.97455275	4
CAGE	UBERON:0002771	26.513296	0.97455275	4
DNASE	EFO:0002713	11.976477	0.97419965	2
ATAC	CL:0000907	7.633922	0.97419965	2
CAGE	UBERON:0007190	13.459772	0.973383	4
CHIP_HISTONE	EFO:0005694	4424	0.973383	12
CAGE	CL:0000623	24.694155	0.973383	4
DNASE	CL:2000044	9.585464	0.9729977	2
CAGE	UBERON:0001870	13.040777	0.9727787	4
DNASE	CL:0000312	23.515442	0.97237617	2
DNASE	EFO:0005697	5.531204	0.97237617	2
ATAC	EFO:0010857	19.353601	0.97174054	2
ATAC	EFO:0010880	26.602705	0.97174054	2
CAGE	UBERON:0002581	13.917646	0.9715297	4
DNASE	CL:0000653	14.152145	0.9710905	2
DNASE	EFO:0007749	9.744259	0.9710905	2
DNASE	UBERON:0009834	21.998539	0.9710905	2
CAGE	UBERON:0002022	13.316286	0.9708846	4
CAGE	UBERON:0002336	13.409582	0.9708846	4
DNASE	UBERON:0002740	19.277706	0.9704257	2
DNASE	UBERON:0001072	26.205187	0.9704257	2
DNASE	CL:0002586	6.7461886	0.9704257	2
DNASE	UBERON:0002108	13.452187	0.9704257	2
